Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,year,month
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01,Credit card,375.5,4.761904762,18.775,9.3,2019,3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45,Cash,954.4,4.761904762,47.72,5.2,2019,1
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40,Ewallet,82.5,4.761904762,4.125,6.5,2019,3
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,20:37,Ewallet,199.58,4.761904762,9.979,8.0,2019,3
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12,Cash,326.72,4.761904762,16.336,9.1,2019,1
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46,Credit card,193.5,4.761904762,9.675,7.8,2019,3
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40,Cash,183.82,4.761904762,9.191,9.9,2019,2
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47,Credit card,335.45,4.761904762,16.7725,9.1,2019,1
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50,Credit card,318.42,4.761904762,15.921,9.6,2019,1
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20,Ewallet,387.92,4.761904762,19.396,9.4,2019,2
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37,Credit card,329.32,4.761904762,16.466,7.5,2019,1
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32,Ewallet,299.56,4.761904762,14.978,4.2,2019,3
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58,Ewallet,204.7,4.761904762,10.235,9.9,2019,1
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37,Cash,280.62,4.761904762,14.031,6.0,2019,3
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04,Credit card,127.54,4.761904762,6.377,6.6,2019,3
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45,Credit card,522.6,4.761904762,26.13,6.2,2019,3
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36,Ewallet,79.74,4.761904762,3.987,7.3,2019,3
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30,Credit card,246.36,4.761904762,12.318,8.3,2019,3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,16:28,Cash,173.16,4.761904762,8.658,8.0,2019,3
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04,Credit card,184.88,4.761904762,9.244,6.2,2019,3
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38,Ewallet,13.98,4.761904762,0.699,9.8,2019,2
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,19:07,Credit card,68.95,4.761904762,3.4475,7.8,2019,1
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01,Cash,274.84,4.761904762,13.742,4.1,2019,1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,19:48,Ewallet,226.12,4.761904762,11.306,5.5,2019,3
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,13:00,Cash,342.1,4.761904762,17.105,5.1,2019,1
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,13:21,Cash,104.85,4.761904762,5.2425,7.8,2019,1
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,18:55,Ewallet,77.52,4.761904762,3.876,6.6,2019,3
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48,Credit card,181.52,4.761904762,9.076,8.7,2019,1
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,17:13,Ewallet,114.44,4.761904762,5.722,8.3,2019,1
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23,Cash,176.54,4.761904762,8.827,8.2,2019,2
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,13:00,Credit card,972.1,4.761904762,48.605,8.7,2019,2
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,15:36,Cash,16.28,4.761904762,0.814,5.0,2019,3
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40,Cash,365.49,4.761904762,18.2745,7.0,2019,1
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,10:53,Ewallet,906.5,4.761904762,45.325,7.3,2019,3
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,16:53,Ewallet,86.54,4.761904762,4.327,5.7,2019,3
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,14:36,Credit card,668.78,4.761904762,33.439,9.6,2019,3
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,15:37,Credit card,203.94,4.761904762,10.197,7.7,2019,3
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,20:15,Ewallet,68.16,4.761904762,3.408,7.0,2019,3
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,14:38,Credit card,326.88,4.761904762,16.344,6.5,2019,2
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,14:11,Ewallet,12.78,4.761904762,0.639,9.5,2019,1
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,17:38,Credit card,137.22,4.761904762,6.861,6.5,2019,3
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,20:07,Credit card,27.07,4.761904762,1.3535,5.3,2019,1
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,19:07,Cash,448.26,4.761904762,22.413,6.7,2019,1
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,18:50,Cash,132.06,4.761904762,6.603,7.6,2019,1
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09,Ewallet,25.0,4.761904762,1.25,5.5,2019,3
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,20:24,Cash,793.9,4.761904762,39.695,6.2,2019,2
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,15:19,Cash,202.6,4.761904762,10.13,4.5,2019,2
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,12:25,Credit card,730.5,4.761904762,36.525,8.7,2019,3
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02,Cash,295.8,4.761904762,14.79,6.1,2019,2
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,11:22,Credit card,545.5,4.761904762,27.275,7.1,2019,3
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,13:12,Credit card,260.05,4.761904762,13.0025,7.7,2019,2
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,10:02,Ewallet,21.58,4.761904762,1.079,7.2,2019,2
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,18:31,Credit card,431.3,4.761904762,21.565,5.5,2019,2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,16:54,Ewallet,336.28,4.761904762,16.814,4.4,2019,3
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,20:29,Cash,527.76,4.761904762,26.388,8.4,2019,2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,13:05,Ewallet,185.7,4.761904762,9.285,5.0,2019,1
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,16:19,Cash,603.8,4.761904762,30.19,6.0,2019,2
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,19:48,Credit card,369.8,4.761904762,18.49,7.0,2019,1
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,13:21,Ewallet,699.12,4.761904762,34.956,9.8,2019,2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,20:24,Ewallet,202.56,4.761904762,10.128,8.7,2019,3
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,13:44,Credit card,121.2,4.761904762,6.06,8.4,2019,3
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,15:51,Cash,126.44,4.761904762,6.322,8.5,2019,1
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,15:47,Cash,412.16,4.761904762,20.608,9.6,2019,2
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,15:53,Credit card,73.97,4.761904762,3.6985,5.4,2019,2
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,12:40,Ewallet,31.9,4.761904762,1.595,9.1,2019,1
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,12:50,Cash,145.5,4.761904762,7.275,6.7,2019,1
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,17:15,Credit card,95.7,4.761904762,4.785,5.1,2019,2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,17:29,Ewallet,214.55,4.761904762,10.7275,6.1,2019,1
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,18:14,Ewallet,69.46,4.761904762,3.473,9.7,2019,3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,13:55,Credit card,224.64,4.761904762,11.232,5.9,2019,2
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01,11:43,Cash,125.74,4.761904762,6.287,5.0,2019,1
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,11:28,Credit card,543.6,4.761904762,27.18,6.1,2019,2
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,19:01,Ewallet,152.58,4.761904762,7.629,7.0,2019,2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,19:20,Ewallet,229.5,4.761904762,11.475,8.2,2019,2
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,13:28,Ewallet,141.6,4.761904762,7.08,6.2,2019,3
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,11:36,Ewallet,116.69,4.761904762,5.8345,7.4,2019,2
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,2019-01-05,11:32,Credit card,73.96,4.761904762,3.698,5.0,2019,1
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,11:44,Ewallet,97.94,4.761904762,4.897,6.9,2019,3
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,18:43,Ewallet,524.88,4.761904762,26.244,5.1,2019,2
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.674,2019-01-03,10:30,Credit card,75.88,4.761904762,3.794,7.1,2019,1
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,2019-01-05,20:40,Credit card,71.2,4.761904762,3.56,9.2,2019,1
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,16:23,Ewallet,294.2,4.761904762,14.71,8.9,2019,1
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,2019-01-07,12:08,Credit card,548.55,4.761904762,27.4275,6.0,2019,1
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,20:31,Ewallet,171.81,4.761904762,8.5905,6.5,2019,2
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2019-02-05,12:34,Cash,524.16,4.761904762,26.208,9.7,2019,2
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,2019-03-07,10:23,Credit card,133.26,4.761904762,6.663,8.6,2019,3
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2019-02-04,19:38,Cash,144.08,4.761904762,7.204,9.5,2019,2
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,2019-01-02,15:24,Ewallet,249.96,4.761904762,12.498,5.6,2019,1
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,15:42,Credit card,892.0,4.761904762,44.6,4.4,2019,2
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2019-02-03,16:40,Credit card,493.3,4.761904762,24.665,9.4,2019,2
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,2019-01-01,13:55,Cash,591.66,4.761904762,29.583,7.7,2019,1
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,2019-01-10,10:33,Credit card,559.02,4.761904762,27.951,5.5,2019,1
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,2019-03-02,16:42,Ewallet,517.86,4.761904762,25.893,4.1,2019,3
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,2019-03-10,19:35,Ewallet,70.91,4.761904762,3.5455,8.3,2019,3
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,2019-03-01,19:49,Ewallet,569.17,4.761904762,28.4585,6.3,2019,3
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.971,2019-03-01,12:15,Ewallet,139.02,4.761904762,6.951,8.1,2019,3
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,2019-01-07,12:37,Cash,81.66,4.761904762,4.083,7.3,2019,1
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2019-02-01,19:54,Cash,310.72,4.761904762,15.536,8.4,2019,2
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.182,2019-03-09,13:53,Credit card,206.84,4.761904762,10.342,9.8,2019,3
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,16:38,Ewallet,215.3,4.761904762,10.765,7.7,2019,2
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,2019-03-04,12:23,Cash,73.1,4.761904762,3.655,4.4,2019,3
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.139,2019-03-03,10:54,Credit card,279.18,4.761904762,13.959,4.3,2019,3
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,2019-02-07,14:13,Cash,45.58,4.761904762,2.279,9.8,2019,2
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,11:51,Ewallet,225.6,4.761904762,11.28,4.8,2019,2
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.683,2019-03-01,11:30,Credit card,44.46,4.761904762,2.223,8.7,2019,3
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,2019-01-08,20:08,Cash,363.23,4.761904762,18.1615,4.5,2019,1
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,15:26,Cash,127.0,4.761904762,6.35,8.6,2019,2
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,12:56,Ewallet,375.55,4.761904762,18.7775,5.2,2019,2
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2019-02-07,10:18,Credit card,28.96,4.761904762,1.448,6.2,2019,2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,2019-03-09,11:23,Cash,890.73,4.761904762,44.5365,6.7,2019,3
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,2019-02-03,11:25,Ewallet,674.5,4.761904762,33.725,4.2,2019,2
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,17:55,Ewallet,260.76,4.761904762,13.038,8.5,2019,2
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,2019-01-12,11:25,Credit card,832.5,4.761904762,41.625,4.4,2019,1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.827,2019-03-09,12:37,Ewallet,121.74,4.761904762,6.087,8.7,2019,3
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,2019-03-05,16:38,Ewallet,234.93,4.761904762,11.7465,5.4,2019,3
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,2019-03-03,20:31,Credit card,202.65,4.761904762,10.1325,6.0,2019,3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,2019-03-08,15:27,Cash,88.15,4.761904762,4.4075,8.5,2019,3
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,17:24,Cash,727.8,4.761904762,36.39,7.3,2019,2
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.674,2019-03-06,15:31,Ewallet,335.88,4.761904762,16.794,5.1,2019,3
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03,11:46,Cash,128.91,4.761904762,6.4455,9.3,2019,2
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,14:45,Credit card,871.0,4.761904762,43.55,9.9,2019,2
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2019-02-04,15:44,Ewallet,194.52,4.761904762,9.726,7.6,2019,2
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,13:10,Ewallet,220.23,4.761904762,11.0115,4.0,2019,3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,10:22,Credit card,454.8,4.761904762,22.74,4.8,2019,3
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2019-02-07,14:27,Ewallet,589.5,4.761904762,29.475,8.1,2019,2
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,13:57,Ewallet,291.0,4.761904762,14.55,9.4,2019,1
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,19:43,Cash,39.48,4.761904762,1.974,6.5,2019,2
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,2019-01-09,13:46,Ewallet,295.92,4.761904762,14.796,7.1,2019,1
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,12:58,Credit card,98.2,4.761904762,4.91,6.4,2019,1
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.143,2019-01-08,11:59,Credit card,129.66,4.761904762,6.483,8.0,2019,1
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.544,2019-03-12,19:39,Ewallet,385.28,4.761904762,19.264,5.2,2019,3
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,2019-03-04,12:44,Cash,486.3,4.761904762,24.315,8.8,2019,3
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10,13:56,Cash,513.66,4.761904762,25.683,9.5,2019,2
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,5.408,113.568,2019-01-01,20:26,Ewallet,108.16,4.761904762,5.408,6.9,2019,1
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,2019-01-06,19:46,Ewallet,248.76,4.761904762,12.438,4.3,2019,1
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,2019-01-12,16:18,Ewallet,975.0,4.761904762,48.75,8.0,2019,1
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2019-02-07,12:23,Ewallet,483.28,4.761904762,24.164,9.6,2019,2
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,2019-01-06,11:18,Cash,724.23,4.761904762,36.2115,9.2,2019,1
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,2019-03-02,12:40,Cash,795.51,4.761904762,39.7755,6.3,2019,3
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2019-02-04,12:50,Ewallet,124.65,4.761904762,6.2325,6.0,2019,2
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,18:33,Credit card,178.4,4.761904762,8.92,6.6,2019,2
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2019-02-02,20:42,Cash,178.92,4.761904762,8.946,7.1,2019,2
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,2019-01-11,20:10,Cash,257.39,4.761904762,12.8695,7.4,2019,1
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,2019-02-04,18:53,Ewallet,93.36,4.761904762,4.668,7.4,2019,2
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,14:24,Cash,228.0,4.761904762,11.4,6.6,2019,2
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,2019-01-08,11:42,Credit card,166.71,4.761904762,8.3355,5.9,2019,1
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,17:49,Credit card,697.4,4.761904762,34.87,8.9,2019,3
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,2019-03-09,10:54,Cash,365.26,4.761904762,18.263,9.3,2019,3
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-01,16:23,Credit card,89.28,4.761904762,4.464,4.4,2019,3
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,11:39,Ewallet,19.7,4.761904762,0.985,9.5,2019,2
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.406,2019-03-01,20:03,Ewallet,53.72,4.761904762,2.686,6.4,2019,3
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,860.475,2019-03-10,12:39,Credit card,819.5,4.761904762,40.975,6.0,2019,3
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,2019-01-12,18:22,Ewallet,732.48,4.761904762,36.624,6.0,2019,1
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,2019-02-12,14:33,Ewallet,143.26,4.761904762,7.163,8.8,2019,2
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,266.028,2019-01-02,16:19,Credit card,253.36,4.761904762,12.668,5.6,2019,1
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.341,2019-02-02,16:33,Cash,38.42,4.761904762,1.921,8.6,2019,2
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,2019-01-08,19:07,Credit card,652.3,4.761904762,32.615,5.2,2019,1
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,10:31,Credit card,136.4,4.761904762,6.82,8.6,2019,2
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,2019-03-09,13:18,Credit card,778.32,4.761904762,38.916,6.2,2019,3
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,2019-01-11,11:52,Cash,579.12,4.761904762,28.956,4.5,2019,1
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,10:38,Credit card,772.0,4.761904762,38.6,5.6,2019,2
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,2019-03-05,19:40,Ewallet,763.68,4.761904762,38.184,4.7,2019,3
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,2019-01-05,20:30,Credit card,228.18,4.761904762,11.409,9.8,2019,1
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2019-02-06,10:22,Credit card,52.42,4.761904762,2.621,6.3,2019,2
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,2019-03-05,18:02,Credit card,457.17,4.761904762,22.8585,4.2,2019,3
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.049,2019-01-03,13:07,Cash,93.38,4.761904762,4.669,9.6,2019,1
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2019-02-11,16:06,Ewallet,379.04,4.761904762,18.952,7.8,2019,2
